rank,content_id,client_id,model_score,archetype,reason_code,action,impressions_90d,sessions_90d,content_age_days,ctr,avg_position,word_count,engagement_rate
1,content_569e0d485db8,client_349c41201b,0.8120224776548466,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1816,10,154,0.06,28.1,4401.0,0.0
2,content_8d387d58f71f,client_349c41201b,0.8103628507642884,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1032,16,148,0.0,5.7,6583.0,0.0
3,content_a8cd736c9c7b,client_349c41201b,0.8091998958480905,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,2877,4,144,0.03,23.2,4448.0,0.0
4,content_c14a055e6a26,client_349c41201b,0.8087706520786346,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,8605,30,140,0.07,34.0,4148.0,0.0
5,content_be1c109fcdbc,client_349c41201b,0.8075840759983295,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,10931,19,144,0.05,34.0,5359.0,0.0
6,content_cdc1d5c2b05a,client_19581e27de,0.8063940444146239,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3989,40,153,0.0,17.0,2910.0,2.5
7,content_0bc3bda5785c,client_349c41201b,0.8059159872082421,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,2929,5,167,0.07,16.9,3420.0,0.0
8,content_a451a30f3920,client_19581e27de,0.8030246772984988,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,11926,13,139,0.04,4.4,4028.0,7.69
9,content_39dbf0817270,client_19581e27de,0.8027350255864916,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3755,2,98,0.05,1.3,2533.0,0.0
10,content_7ee674751acf,client_349c41201b,0.8027069568409538,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,526,13,168,0.0,21.3,4053.0,0.0
11,content_af812e811d6f,client_349c41201b,0.8017027055427509,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,284,4,165,0.0,21.3,3744.0,0.0
12,content_2a3d729b154a,client_349c41201b,0.8005676210186097,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1619,15,154,0.06,34.3,4854.0,0.0
13,content_a1657ceba7bc,client_349c41201b,0.8002183636044908,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,6769,33,140,0.0,22.0,4336.0,0.0
14,content_95546d276e3b,client_349c41201b,0.7987916488104508,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,6141,4,148,0.07,24.8,5554.0,0.0
15,content_d5b117bc468e,client_349c41201b,0.7969030665612844,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,264,1,154,0.0,7.6,4088.0,0.0
16,content_30e89fa8da93,client_349c41201b,0.7961698428978748,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1112,13,144,0.0,15.4,5619.0,0.0
17,content_82c243436ab7,client_349c41201b,0.7958359480089372,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,16055,22,148,0.03,28.5,3428.0,0.0
18,content_4a2f99b1973e,client_349c41201b,0.7949759389672373,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,2945,1,148,0.0,20.9,4666.0,0.0
19,content_9558f7d085c2,client_19581e27de,0.7945456285658323,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3123,3,139,0.06,2.4,3893.0,0.0
20,content_737808ab7fd4,client_349c41201b,0.7945413774717514,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,378,2,148,0.0,7.0,5251.0,0.0
21,content_f2b9744f016d,client_349c41201b,0.7937022708911424,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,5503,9,144,0.07,28.8,5411.0,0.0
22,content_29ae0a692e20,client_19581e27de,0.7935636286987376,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1155,59,139,0.0,26.0,3964.0,0.0
23,content_79ce867cfd05,client_349c41201b,0.7934407161135405,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3094,15,148,0.03,17.5,4296.0,6.67
24,content_0812cf599769,client_349c41201b,0.7915674749500019,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,959,14,154,0.0,9.5,4679.0,0.0
25,content_40e5cf603771,client_349c41201b,0.791317711054909,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,415,5,154,0.0,17.3,5009.0,0.0
26,content_3bb23afaf34e,client_349c41201b,0.7901842161741061,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,2910,5,144,0.03,15.4,5654.0,0.0
27,content_905b3fda18c9,client_349c41201b,0.7901735676895669,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,2496,7,165,0.04,7.3,4509.0,0.0
28,content_a84bb64e01dd,client_349c41201b,0.7901692230936246,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,646,1,154,0.0,18.5,3479.0,0.0
29,content_8a810b52cc2e,client_349c41201b,0.7900869101554161,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,772,2,167,0.13,15.0,3785.0,0.0
30,content_fac78e68d54d,client_349c41201b,0.7900310070777415,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,532,2,144,0.0,11.8,5561.0,0.0
31,content_33f886c6b765,client_19581e27de,0.7897888613786352,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,8754,8,139,0.03,7.1,3985.0,12.5
32,content_edb0616f14d8,client_349c41201b,0.7897120226397181,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,8551,16,148,0.11,33.0,3629.0,6.25
33,content_fcf98763320e,client_349c41201b,0.7896720375697076,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,4069,15,140,0.02,29.1,3615.0,0.0
34,content_78a8704f334f,client_349c41201b,0.7886607307372374,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3818,47,154,0.1,20.0,4272.0,2.13
35,content_991b77f0d406,client_349c41201b,0.7876299973983781,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,358,6,154,0.0,3.4,4378.0,0.0
36,content_76a3a969d5ad,client_349c41201b,0.7871681871954306,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,812,2,167,0.12,15.4,4318.0,0.0
37,content_010953fbd6d5,client_349c41201b,0.7868416654456816,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,393,4,167,0.0,7.0,3790.0,0.0
38,content_a293c4149362,client_349c41201b,0.7862284987003286,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,3907,17,140,0.03,14.2,4314.0,0.0
39,content_7a7bf57bf8c5,client_349c41201b,0.785938978421879,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,233,4,165,0.0,9.2,3701.0,0.0
40,content_2e664c836308,client_19581e27de,0.7858411107275516,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,6013,9,126,0.07,3.2,2712.0,0.0
41,content_482107545b43,client_349c41201b,0.784493798314867,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1414,4,154,0.0,24.3,5308.0,0.0
42,content_f5ebddad5548,client_19581e27de,0.7832628710981657,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,665,5,91,0.0,6.3,3093.0,20.0
43,content_f2cef31a1b37,client_349c41201b,0.7826411039317773,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,629,10,140,0.0,15.9,3898.0,0.0
44,content_1d4609d0b677,client_349c41201b,0.7824340348291504,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1263,3,154,0.08,13.8,4149.0,0.0
45,content_ae99d35f0d93,client_19581e27de,0.7821317120760395,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,12549,26,139,0.06,7.1,3776.0,7.69
46,content_2743da664b5b,client_349c41201b,0.7818184961287119,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1195,4,148,0.0,27.6,6473.0,0.0
47,content_5d44d9c583b4,client_349c41201b,0.7814502708858386,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1450,14,140,0.0,23.6,3731.0,0.0
48,content_819fd8821255,client_349c41201b,0.7808615710117149,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,908,18,140,0.0,18.0,4640.0,0.0
49,content_8c8ce516a245,client_349c41201b,0.7801244744897295,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,1493,3,148,0.07,26.7,5359.0,0.0
50,content_9fcddb149dee,client_19581e27de,0.7796069526905494,HIGH_PRIORITY_OPPORTUNITY,HIGH_MODEL_RANK,REVIEW_FOR_REFRESH,6831,3,139,0.06,3.5,2962.0,0.0
51,content_24ac60a1251b,client_349c41201b,0.7794073158942015,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2512,9,154,0.08,14.8,4873.0,0.0
52,content_3a95dd297927,client_02d20bbd7e,0.7790945306329824,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,314,2,332,0.64,6.4,1363.0,0.0
53,content_87b71326c01a,client_349c41201b,0.7787653120066803,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,7318,195,140,0.03,16.6,5144.0,0.0
54,content_3ff92756c333,client_349c41201b,0.7786317493922407,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,807,7,168,0.0,24.1,3703.0,0.0
55,content_f0b23de1aafb,client_349c41201b,0.7782995968505465,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,611,3,154,0.0,21.1,3511.0,0.0
56,content_b43af848d94d,client_02d20bbd7e,0.7782615363247659,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,126,1,332,0.0,7.8,1285.0,0.0
57,content_cbae09e4ff9b,client_349c41201b,0.7772477799371602,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,792,8,154,0.0,5.8,3801.0,0.0
58,content_747870c01e28,client_19581e27de,0.7769999262505258,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,3585,10,139,0.0,3.2,3365.0,0.0
59,content_3b749a9180a3,client_349c41201b,0.7767004263395453,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,161,1,154,0.0,11.9,3805.0,0.0
60,content_cab2a611a390,client_19581e27de,0.7766268665660774,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,3160,4,126,0.0,3.4,2608.0,25.0
61,content_defc8dc6e357,client_349c41201b,0.7762872029518044,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,636,32,140,0.0,14.3,3722.0,0.0
62,content_c306d1c53a3e,client_19581e27de,0.7755432434925453,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,9654,2,103,0.05,1.8,3323.0,0.0
63,content_c63693415125,client_19581e27de,0.7752468672798841,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1389,9,139,0.07,12.4,3821.0,0.0
64,content_f01c701d5f6e,client_19581e27de,0.7751648797160571,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,225,2,95,0.0,9.7,2908.0,50.0
65,content_cbdf5a78dcd0,client_19581e27de,0.7750702095971376,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,14830,4,126,0.02,2.4,3187.0,0.0
66,content_0351c75cc913,client_349c41201b,0.7746254969151063,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1236,5,154,0.0,6.6,4577.0,0.0
67,content_b78de1b026bd,client_349c41201b,0.7743215275758308,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1438,34,140,0.07,25.6,4043.0,5.88
68,content_2e3c788e384e,client_349c41201b,0.7742557436219881,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2167,32,140,0.05,37.0,4183.0,0.0
69,content_2fabcd10f49c,client_349c41201b,0.7740409175214594,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4754,11,148,0.08,32.2,5040.0,0.0
70,content_4f3e4a193869,client_349c41201b,0.7739451086862086,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,998,5,148,0.1,3.1,4071.0,0.0
71,content_2bb11993c89a,client_349c41201b,0.7737250581298193,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1544,5,148,0.0,24.0,4672.0,0.0
72,content_9d35d489e74d,client_624b60c58c,0.7735391780103359,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,169,2,96,0.0,6.7,4152.0,0.0
73,content_92d3c6b02835,client_349c41201b,0.7732956953819451,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,975,1,148,0.1,22.9,3715.0,0.0
74,content_81e59177b59a,client_19581e27de,0.7728823381768146,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,9239,20,139,0.03,5.6,4001.0,0.0
75,content_4f6e39bebbb0,client_349c41201b,0.7726220165806148,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2217,24,154,0.09,20.3,4327.0,0.0
76,content_42ec7bfc8808,client_349c41201b,0.7719699941549087,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2358,70,140,0.0,13.1,4414.0,0.0
77,content_381666bb40c9,client_349c41201b,0.771487276902331,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,573,4,140,0.0,29.8,4477.0,0.0
78,content_fc43dc8aef14,client_349c41201b,0.7714115772261974,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1072,11,165,0.0,5.3,3441.0,0.0
79,content_e8f6b4e37668,client_349c41201b,0.7713202727789829,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1876,11,165,0.11,9.9,3746.0,0.0
80,content_f51b118c6973,client_349c41201b,0.7710668917812135,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,985,1,165,0.1,18.0,3412.0,0.0
81,content_348dd92755fa,client_19581e27de,0.7707644239582411,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,7321,16,139,0.08,4.7,4152.0,6.25
82,content_5d8c170cb2ee,client_349c41201b,0.7705288894405369,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,256,6,148,0.0,33.3,3797.0,0.0
83,content_88b343ce6e92,client_349c41201b,0.7704168662572131,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1151,6,140,0.0,29.0,4240.0,0.0
84,content_7a9e31119f1e,client_19581e27de,0.7701760849642219,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,349,1,139,0.0,5.9,3714.0,0.0
85,content_ab7e67ba976a,client_19581e27de,0.7698926126348213,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,422,10,103,0.0,3.3,2574.0,0.0
86,content_37f4883d6bbe,client_349c41201b,0.769793633653463,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4422,12,148,0.11,16.0,4363.0,0.0
87,content_932ee3e928fd,client_349c41201b,0.769744320926142,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,482,3,148,0.0,28.4,3790.0,0.0
88,content_29eb952a2da6,client_349c41201b,0.7697184872657802,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,661,3,165,0.0,10.2,4386.0,33.33
89,content_92ca79f8b232,client_19581e27de,0.7693431784778343,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4667,11,139,0.0,7.5,3597.0,0.0
90,content_20c5d6a1c7b1,client_624b60c58c,0.7691994576869028,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,201,4,91,0.0,6.2,3687.0,0.0
91,content_a7df4de8e35b,client_349c41201b,0.7687709387547176,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2967,5,154,0.1,13.3,4569.0,0.0
92,content_ff80a66b1ea5,client_19581e27de,0.7681913067994723,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,498,1,139,0.0,19.8,3107.0,0.0
93,content_763b168ba95f,client_624b60c58c,0.7680298469166393,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,483,10,337,0.0,28.7,1411.0,0.0
94,content_7a991ee7a79a,client_19581e27de,0.7677108924330948,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,206,2,95,0.0,19.0,2702.0,0.0
95,content_d043cd4bb07b,client_19581e27de,0.7676840397336029,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,691,3,95,0.0,11.3,3211.0,33.33
96,content_8795bd11004f,client_349c41201b,0.7675368130780662,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,848,6,144,0.0,14.4,5853.0,16.67
97,content_23de5860b614,client_19581e27de,0.7674773568364692,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,250,11,91,0.0,8.7,2951.0,0.0
98,content_46ec277dd3f9,client_349c41201b,0.7674103143667136,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,20454,13,126,0.04,37.5,2672.0,0.0
99,content_80f53a9b30db,client_349c41201b,0.7671260368281605,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,248,2,148,0.0,8.0,3456.0,0.0
100,content_e8625556b0f8,client_19581e27de,0.7664550460001707,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4355,4,139,0.05,9.2,3064.0,0.0
101,content_f39dde4421bb,client_19581e27de,0.766247049820414,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,463,3,139,0.0,11.0,3874.0,0.0
102,content_6fcf818dd632,client_349c41201b,0.7655435406198204,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1440,15,140,0.07,29.2,3326.0,0.0
103,content_525a66698c0e,client_19581e27de,0.7655015013577341,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2804,4,139,0.07,30.3,2877.0,0.0
104,content_e19fb11fe1f8,client_19581e27de,0.7654621803437365,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4586,12,139,0.15,3.4,3949.0,0.0
105,content_99267472fd35,client_19581e27de,0.7653733812349252,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,18330,25,139,0.05,6.3,3740.0,0.0
106,content_a32e1c31ee98,client_19581e27de,0.7650763340209782,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1159,9,139,0.09,15.7,4569.0,0.0
107,content_5814b70d4f91,client_19581e27de,0.7650565912429178,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,676,3,124,0.0,2.3,3281.0,0.0
108,content_c71b37bfea86,client_349c41201b,0.7649914356195491,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1095,5,154,0.09,30.3,5138.0,0.0
109,content_b24f1e2147a4,client_19581e27de,0.7646437311372338,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,3738,5,98,0.05,3.6,2886.0,20.0
110,content_53a240a84591,client_19581e27de,0.7641833924767637,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1185,7,139,0.08,4.9,4487.0,0.0
111,content_3c66f06fb378,client_624b60c58c,0.7641460734979572,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,3682,21,330,0.11,9.1,1513.0,19.05
112,content_bdfaf3314475,client_349c41201b,0.7641356681074798,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2708,3,144,0.0,33.4,3564.0,33.33
113,content_652de86532d4,client_624b60c58c,0.7641325596605603,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,276,20,124,0.0,9.5,4139.0,0.0
114,content_ff5640142bae,client_19581e27de,0.7639726877075887,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,538,2,95,0.0,15.3,2637.0,0.0
115,content_5ea8d5d3052a,client_19581e27de,0.7635492466584498,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4489,28,139,0.09,8.6,4178.0,0.0
116,content_bd2d7246b9eb,client_19581e27de,0.7634016844752775,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,4282,14,148,0.02,17.0,2679.0,7.14
117,content_bedc086c4135,client_349c41201b,0.7625137616071568,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,918,1,95,0.0,32.0,2643.0,0.0
118,content_1577ab9d5968,client_19581e27de,0.7616401854569197,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,250,1,91,0.0,20.6,3002.0,0.0
119,content_bc595df5ea71,client_349c41201b,0.76154168926353,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,3906,54,140,0.0,35.8,4392.0,0.0
120,content_48d68b8d88d9,client_19581e27de,0.7614084065247474,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,258,1,139,0.0,9.5,3107.0,0.0
121,content_41568214d465,client_624b60c58c,0.7608510221325766,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,728,5,90,0.0,9.6,3473.0,0.0
122,content_63acb47920b4,client_19581e27de,0.7602030313499522,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,2830,5,95,0.07,8.6,3328.0,0.0
123,content_4cc9f9aecaed,client_349c41201b,0.7601665467702168,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,149,3,165,0.0,24.8,3793.0,0.0
124,content_c80c4ed84bbd,client_349c41201b,0.7601452737134405,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1536,14,140,0.0,23.7,3324.0,0.0
125,content_e3711a71fd6d,client_02d20bbd7e,0.7601442296752395,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,150,17,332,0.0,10.6,1544.0,0.0
126,content_a65564341a5d,client_19581e27de,0.7595561549094773,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,6011,2,119,0.02,5.9,3218.0,0.0
127,content_49913431041e,client_349c41201b,0.7595184978877738,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,1108,4,148,0.09,33.7,4494.0,0.0
128,content_d26b1dbcbd3a,client_349c41201b,0.7591563245894836,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,413,5,140,0.0,15.3,3679.0,0.0
129,content_018432c6315c,client_349c41201b,0.7589619602237984,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,405,4,154,0.0,6.9,3304.0,0.0
130,content_98652ce4e7ef,client_349c41201b,0.7589459511084623,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,746,3,140,0.0,26.2,3609.0,0.0
131,content_8e74471a274d,client_349c41201b,0.7585517047382969,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,544,6,168,0.0,8.8,2783.0,0.0
132,content_26a362d58b56,client_19581e27de,0.7584270654570945,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,241,1,139,0.0,8.2,2938.0,0.0
133,content_9a1f5f985aa2,client_624b60c58c,0.7583568870793078,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,161,2,124,0.0,10.7,4013.0,0.0
134,content_accff6c25ef7,client_349c41201b,0.7582924911723077,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,738,4,165,0.14,6.2,3825.0,0.0
135,content_c7798514c96f,client_19581e27de,0.7580313911715996,MODERATE_OPPORTUNITY,MODERATE_MODEL_RANK,REVIEW_FOR_REFRESH,883,3,139,0.11,4.1,3651.0,0.0
